50, Self-emp-not-inc, 83311, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 13, United-States, <=50K
37, State-gov, 166744, HS-grad, 9, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
17, Private, 106733, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 594, 0, 40, United-States, <=50K
42, State-gov, 212027, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
44, State-gov, 98989, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, 0, 0, 38, United-States, >50K
30, Self-emp-not-inc, 113838, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 3137, 0, 60, Germany, <=50K
56, Self-emp-not-inc, 26716, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, >50K
53, Private, 153486, HS-grad, 9, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
35, Private, 217605, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 0, 0, 40, United-States, <=50K
17, Private, 169155, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, <=50K
19, Private, 178811, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Female, 0, 0, 20, United-States, <=50K
50, State-gov, 238187, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 37, United-States, <=50K
32, Private, 198183, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
38, Private, 210610, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
32, Private, 269182, Some-college, 10, Separated, Tech-support, Unmarried, Black, Female, 3887, 0, 40, United-States, <=50K
21, Private, 211013, Assoc-voc, 11, Married-civ-spouse, Other-service, Other-relative, White, Female, 0, 0, 50, Mexico, <=50K
37, Private, 150057, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 52, United-States, >50K
57, Self-emp-not-inc, 181031, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K
22, Private, 147397, Bachelors, 13, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
43, Federal-gov, 195385, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
33, Private, 229051, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 52, United-States, <=50K
63, Private, 294009, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 45, United-States, >50K
69, Private, 128348, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 9386, 0, 50, United-States, >50K
33, Private, 66278, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
48, Private, 154033, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 52, United-States, <=50K
34, Local-gov, 31391, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 53, United-States, >50K
41, Local-gov, 33658, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 45, United-States, >50K
26, Private, 402998, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 58, United-States, >50K
48, Private, 49278, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 194908, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 60722, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
34, Private, 220840, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
55, Local-gov, 110490, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 60, United-States, <=50K
40, Self-emp-not-inc, 154076, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
26, State-gov, 130557, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
35, Private, 267866, HS-grad, 9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 1887, 50, Iran, >50K
34, Private, 167474, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 225859, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 2907, 0, 30, United-States, <=50K
29, Private, 57889, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
50, Private, 187830, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 62, United-States, >50K
49, Private, 251180, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 2407, 0, 50, United-States, <=50K
56, Private, 157639, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
26, Private, 152129, 12th, 8, Never-married, Other-service, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
53, Private, 142411, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 139703, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
17, Private, 160049, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 12, United-States, <=50K
27, Private, 167737, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
41, Private, 142717, Some-college, 10, Divorced, Tech-support, Unmarried, Black, Female, 0, 0, 36, United-States, <=50K
20, Private, 190227, Masters, 14, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 25, United-States, <=50K
44, Private, 79864, Masters, 14, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
50, Private, 34067, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
54, Private, 222882, HS-grad, 9, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
22, Private, 251073, 9th, 5, Never-married, Other-service, Own-child, White, Male, 0, 0, 50, United-States, <=50K
47, Private, 120131, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
19, Private, 117444, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 197292, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
26, Private, 76491, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, United-States, <=50K
50, Self-emp-inc, 101094, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K
25, Federal-gov, 27142, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
23, Private, 133582, 1st-4th, 2, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 36, Mexico, <=50K
29, Self-emp-inc, 31778, HS-grad, 9, Separated, Prof-specialty, Other-relative, White, Male, 0, 0, 25, United-States, <=50K
59, Local-gov, 140478, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
47, Local-gov, 200471, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 5178, 0, 40, United-States, >50K
40, Private, 305846, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
28, Private, 247819, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 5, United-States, <=50K
29, Private, 289991, HS-grad, 9, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 55, United-States, <=50K
28, Private, 273269, Some-college, 10, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
50, Private, 28952, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 39, United-States, <=50K
46, Private, 109209, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
51, State-gov, 237141, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
29, Private, 154017, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
53, Private, 191565, 1st-4th, 2, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, Dominican-Republic, <=50K
52, Self-emp-inc, 230767, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 60, Cuba, >50K
52, Private, 386397, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
29, Self-emp-not-inc, 404998, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 90, United-States, <=50K
49, Private, 34545, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K
27, Private, 191822, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 50, United-States, <=50K
31, Local-gov, 236487, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, Germany, <=50K
30, Private, 224147, HS-grad, 9, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
19, Private, 124265, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 50, United-States, <=50K
21, Private, 119665, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 35, United-States, <=50K
31, Private, 128567, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 160192, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 123302, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Poland, <=50K
18, Private, 89760, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
30, Private, 297155, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
29, Local-gov, 181282, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
31, Private, 162160, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 47, United-States, <=50K
48, Private, 197683, Some-college, 10, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 40, United-States, >50K
18, Private, 231562, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 33, United-States, <=50K
27, Private, 376150, Some-college, 10, Married-spouse-absent, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
27, Self-emp-not-inc, 120126, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
60, Self-emp-not-inc, 33717, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
45, Private, 304570, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 60, China, >50K
40, Private, 100292, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 52, United-States, >50K
63, Private, 117473, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 4386, 0, 40, United-States, >50K
41, Private, 239833, HS-grad, 9, Married-spouse-absent, Transport-moving, Unmarried, Black, Male, 0, 0, 50, United-States, <=50K
43, Private, 306440, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 66, France, <=50K
39, Private, 271521, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 48, Philippines, >50K
46, Self-emp-not-inc, 225456, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 112847, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 7298, 0, 32, United-States, >50K
61, Self-emp-not-inc, 171840, HS-grad, 9, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 16, United-States, <=50K
45, Private, 227791, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1740, 50, United-States, <=50K
26, Private, 133756, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
29, Federal-gov, 242147, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, Other, Male, 0, 0, 45, United-States, <=50K
42, Private, 235700, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 152889, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
52, State-gov, 109600, Masters, 14, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, 4787, 0, 44, United-States, >50K
52, Local-gov, 199995, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, United-States, >50K
46, Local-gov, 238162, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1887, 50, United-States, >50K
38, Federal-gov, 325538, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
25, Private, 141876, HS-grad, 9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
64, Federal-gov, 271550, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 456922, Bachelors, 13, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 125905, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 173062, Bachelors, 13, Never-married, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
58, Private, 117273, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Self-emp-not-inc, 153805, Some-college, 10, Married-civ-spouse, Transport-moving, Other-relative, Other, Male, 0, 0, 50, Ecuador, >50K
57, Private, 116878, 1st-4th, 2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Italy, <=50K
40, Private, 110622, Prof-school, 15, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
42, Local-gov, 180318, 10th, 6, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 35, United-States, <=50K
31, Private, 137290, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
30, Private, 143766, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
39, Federal-gov, 314822, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
41, Private, 126850, Prof-school, 15, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
59, Self-emp-not-inc, 56392, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1579, 60, United-States, <=50K
31, Private, 20511, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
57, Self-emp-inc, 220789, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
59, Self-emp-not-inc, 114760, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States, >50K
53, Private, 53197, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3103, 0, 40, United-States, >50K
32, State-gov, 542265, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 193026, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 25505, Assoc-voc, 11, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
17, Private, 375657, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
44, Private, 201599, 11th, 7, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
30, State-gov, 54318, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Local-gov, 293809, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, United-States, <=50K
30, Private, 378009, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
18, Private, 94196, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 25, United-States, <=50K
49, Private, 193047, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
28, Local-gov, 146949, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 309513, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
73, Self-emp-not-inc, 46514, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 25, United-States, <=50K
19, Private, 188568, Some-college, 10, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 498349, Bachelors, 13, Never-married, Transport-moving, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
69, State-gov, 170458, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 20, United-States, <=50K
45, Private, 188432, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 46677, Assoc-acdm, 12, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 42, United-States, <=50K
28, Local-gov, 229223, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7688, 0, 36, United-States, >50K
40, Federal-gov, 130749, Some-college, 10, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
22, Private, 388247, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 208908, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
23, Private, 259301, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
32, Federal-gov, 386877, Assoc-voc, 11, Never-married, Tech-support, Own-child, Black, Male, 4650, 0, 40, United-States, <=50K
48, Private, 238360, Bachelors, 13, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
38, Private, 187748, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
48, State-gov, 50748, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 298871, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K
51, Self-emp-not-inc, 99185, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
54, Private, 204397, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
52, Private, 173987, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 226902, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 80, United-States, >50K
32, Self-emp-not-inc, 420895, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 47, United-States, <=50K
33, Federal-gov, 101345, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 88564, 5th-6th, 3, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 20, United-States, <=50K
33, Private, 188246, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 36882, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
33, Private, 133503, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 7688, 0, 48, United-States, >50K
46, Self-emp-not-inc, 165754, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
36, Private, 448337, HS-grad, 9, Separated, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
18, Private, 261720, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 133963, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
36, State-gov, 179488, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 7298, 0, 55, United-States, >50K
27, Private, 278720, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
22, State-gov, 477505, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 336404, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 278617, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 72338, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
30, Private, 63910, HS-grad, 9, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
18, Private, 37720, 10th, 6, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 421467, Assoc-acdm, 12, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 26, United-States, <=50K
39, Private, 111129, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Self-emp-not-inc, 119793, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
74, Private, 161387, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K
41, Private, 469454, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 82393, HS-grad, 9, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male, 0, 0, 25, Philippines, <=50K
41, Private, 58484, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
50, Private, 344621, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 246933, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
32, Self-emp-not-inc, 112115, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
32, Private, 46691, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, State-gov, 297735, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 90, United-States, <=50K
51, Private, 158508, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
17, Private, 309504, 10th, 6, Never-married, Sales, Unmarried, White, Female, 0, 0, 24, United-States, <=50K
24, State-gov, 324637, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 156117, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
41, State-gov, 106900, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 60, United-States, >50K
40, Federal-gov, 78036, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 65, United-States, >50K
61, Federal-gov, 181081, HS-grad, 9, Divorced, Adm-clerical, Own-child, Black, Female, 0, 0, 20, United-States, <=50K
34, Private, 102130, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 65, United-States, >50K
52, Private, 170562, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 240543, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
37, Federal-gov, 187046, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
48, Private, 207982, Some-college, 10, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
38, Private, 396595, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K
45, Private, 330087, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 50295, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, <=50K
56, Private, 437727, 9th, 5, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 33117, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, State-gov, 124942, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 45, United-States, <=50K
44, Private, 143368, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 55, United-States, <=50K
37, Private, 255621, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
34, Self-emp-inc, 154227, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 75, United-States, <=50K
43, Private, 171438, Assoc-voc, 11, Separated, Sales, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
45, Local-gov, 234195, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
30, Private, 147596, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
42, Private, 147251, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 36, United-States, <=50K
50, Private, 176157, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
50, Private, 107665, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 349368, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 30, United-States, <=50K
52, Private, 117674, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
44, Private, 201723, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 45, United-States, >50K
46, Private, 186410, Prof-school, 15, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
